player_name,school,conference,position,height,height_inches,weight,class,season_year,games,minutes,minutes_pct,ppg,rpg,apg,usage_rate,ts_pct,three_pt_pct,three_pt_attempt_rate,ft_pct,off_rebound_rate,def_rebound_rate,assist_rate,turnover_rate,steal_rate,block_rate,offensive_rating,defensive_rating,bpm,vorp,previous_bpm,conf_strength,conf_strength_from,conf_strength_to,conf_upgrade,future_bpm,future_impact_score,transfer_success,transferred,school_destination,data_year,public_transfer_rank
Derek Young,Minnesota,Horizon,F,6-6,78,180,JR,2022,26,290.1161966490985,27.895788139336396,9.3,5.0,1.6,14.3,0.595,0.279,0.237,0.709,7.9,19.8,13.3,17.4,2.23,0.68,124.2,92.7,3.64,0.53,3.64,0.71,0.71,0.74,0.03,3.53,71.2,1,1,Notre Dame,2022,81
Darius Collins,Nevada,SEC,PF,6-7,79,196,R-FR,2024,31,638.9239895212262,51.52612818719566,10.8,5.4,1.4,30.6,0.515,0.278,0.252,0.619,8.4,21.6,11.7,8.9,0.92,4.74,113.6,86.4,4.33,1.38,4.33,0.96,0.96,0.7,-0.26,3.51,71.0,1,1,Fordham,2024,82
Patrick Bailey,Louisville,ACC,PG,6-3,75,216,R-FR,2021,29,261.99759364941116,22.585999452535443,1.0,2.7,2.9,21.6,0.542,0.261,0.322,0.892,4.6,10.5,23.9,13.1,2.04,1.08,110.2,89.6,1.4,0.18,1.4,0.94,0.94,0.72,-0.22,3.51,71.1,1,1,Tennessee Tech,2021,83
Kyle Bell,Tennessee Tech,SEC,PG,6-4,76,225,R-JR,2020,22,70.4,8.0,6.5,1.7,2.0,19.3,0.505,0.389,0.168,0.66,2.5,7.0,16.8,14.8,2.45,1.23,107.1,91.1,3.29,0.12,3.29,0.96,0.96,0.71,-0.25,3.51,71.1,1,1,Villanova,2020,84
Zach Rogers,Connecticut,Big Ten,PG,6-3,75,218,R-JR,2024,24,88.44280771858715,9.21279247068616,1.4,2.0,2.1,23.0,0.539,0.301,0.33,0.786,4.0,6.9,17.8,11.2,2.45,2.31,112.0,92.5,3.05,0.13,3.05,1.0,1.0,0.96,-0.04,3.5,71.0,1,1,Florida,2024,85
Flynn King,Creighton,MAAC,C,6-11,83,202,R-FR,2021,37,282.47864263565043,19.086394772679085,12.7,4.5,0.3,24.1,0.57,0.325,0.04,0.815,5.5,19.4,2.4,4.9,2.52,2.48,95.5,102.3,3.75,0.53,3.75,0.74,0.74,0.69,-0.05,3.5,71.0,1,1,Tennessee Tech,2021,86
Jake Carter,Northwestern,Big 12,SF,6-5,77,201,R-FR,2020,24,221.73339277895082,23.097228414474042,12.3,3.3,1.7,25.9,0.535,0.281,0.75,0.64,6.4,12.0,14.2,10.8,3.27,0.65,96.5,91.3,2.35,0.26,2.35,0.98,0.98,0.71,-0.27,3.47,70.8,1,1,William & Mary,2020,87
Zion Green,Duquesne,A-10,G,6-1,73,212,R-JR,2022,27,349.05861398431165,32.320242035584414,5.5,1.5,2.7,24.1,0.542,0.409,0.343,0.738,1.8,6.3,22.7,21.6,1.26,0.1,102.5,95.5,2.09,0.37,2.09,0.86,0.86,0.72,-0.14,3.44,70.7,1,1,Memphis,2022,88
Luka Carter,Vanderbilt,A-10,C,7-0,84,253,R-SO,2022,22,179.79270175069456,20.4309888353062,11.2,5.9,1.1,22.1,0.617,0.411,0.142,0.917,8.8,23.7,9.1,12.6,2.08,3.27,120.2,98.5,2.5,0.22,2.5,0.86,0.86,0.82,-0.04,3.44,70.6,1,1,Tennessee Tech,2022,89
Jalen Evans,Duke,AAC,SG,6-5,77,201,R-JR,2020,35,241.34274004722306,17.23876714623022,1.0,1.6,0.4,12.9,0.499,0.355,0.195,0.759,1.9,7.1,3.0,18.3,1.02,0.78,111.5,97.8,2.21,0.27,2.21,0.83,0.83,0.74,-0.09,3.44,70.7,1,1,Stanford,2020,90
Ryan Moore,Texas,CAA,F,6-7,79,211,JR,2023,28,423.8071133913973,37.839920838517614,8.6,5.4,1.7,18.1,0.459,0.289,0.354,0.76,9.0,21.1,14.1,7.4,2.21,0.1,109.1,95.9,1.49,0.32,1.49,0.77,0.77,0.82,0.05,3.42,70.5,1,1,Rutgers,2023,91
Andre Phillips,Northwestern,CAA,F,6-8,80,203,R-JR,2024,34,220.4893257151383,16.21245042023076,7.8,6.9,1.4,25.2,0.475,0.273,0.302,0.764,13.6,25.0,11.8,10.9,0.43,1.33,107.4,108.1,2.56,0.28,2.56,0.77,0.77,0.79,0.02,3.39,70.4,1,1,Dayton,2024,92
Jake Scott,Miami,Big Ten,F,6-10,82,203,R-JR,2022,30,96.0,8.0,8.5,2.6,1.5,19.5,0.423,0.255,0.0,0.735,7.2,7.5,12.4,17.0,3.69,1.86,108.8,106.0,1.2,0.06,1.2,1.0,1.0,0.82,-0.18,3.36,70.1,1,1,Kentucky,2022,93
Andrej Perez,Virginia Tech,ACC,SF,6-5,77,188,R-FR,2024,32,134.34149628298832,10.495429397108463,14.4,1.9,2.6,18.7,0.537,0.35,0.471,0.656,3.8,6.7,21.3,14.3,3.72,0.16,111.8,91.1,2.44,0.16,2.44,0.94,0.94,0.98,0.04,3.35,70.1,1,1,Northwestern,2024,94
Marcus Murphy,Boston College,Big Ten,C,7-1,85,185,R-FR,2020,22,449.0553079094007,51.0290122624319,5.8,3.7,0.9,11.3,0.613,0.405,0.11,0.739,7.0,13.5,7.3,14.9,2.61,7.69,116.8,100.4,2.78,0.62,2.78,1.0,1.0,0.77,-0.23,3.29,69.7,1,1,Saint Louis,2020,95
Mike Lee,Auburn,Big 12,SG,6-4,76,211,R-JR,2021,26,459.2139467303555,44.155187185611105,7.8,2.4,2.2,29.8,0.529,0.371,0.388,0.579,3.7,9.7,18.1,9.0,2.17,2.08,98.8,98.9,2.06,0.47,2.06,0.98,0.98,1.0,0.02,3.28,69.7,1,1,Gonzaga,2021,96
Evan Martinez,Michigan State,ACC,W,6-7,79,189,FR,2022,30,462.4358553340842,38.53632127784035,5.5,3.1,2.2,21.9,0.527,0.379,0.43,0.682,11.4,5.7,18.5,12.1,0.56,0.1,109.1,110.6,2.8,0.65,2.8,0.94,0.94,0.7,-0.24,3.25,69.5,1,1,Cincinnati,2022,97
Owen Wright,William & Mary,Horizon,F,6-8,80,171,R-FR,2020,28,89.60000000000001,8.0,3.8,7.7,1.3,13.7,0.634,0.342,0.101,0.581,14.0,28.8,10.6,13.3,2.26,1.35,115.4,103.2,4.19,0.19,4.19,0.71,0.71,0.94,0.23,3.25,69.5,1,1,Austin Peay,2020,98
Evan Wright,Eastern Kentucky,CAA,PF,6-7,79,209,JR,2021,17,207.7210370726516,30.547211334213472,5.7,4.9,1.0,23.8,0.527,0.265,0.434,0.621,9.3,17.8,8.6,11.6,2.31,6.62,121.6,98.9,1.24,0.13,1.24,0.77,0.77,0.74,-0.03,3.23,69.4,1,1,BYU,2021,99
Marcus Scott,Cincinnati,MVC,SG,6-6,78,204,SR,2024,24,491.5998852267371,51.20832137778512,6.7,1.5,2.0,23.0,0.482,0.278,0.24,0.701,2.5,5.6,16.4,14.9,0.23,2.28,105.1,103.7,2.74,0.67,2.74,0.79,0.79,0.74,-0.05,3.21,69.3,1,1,Michigan,2024,100
Zach Garcia,Iowa,A-10,PF,6-7,79,242,R-JR,2024,27,86.4,8.0,11.3,3.5,2.0,28.1,0.44,0.396,0.299,0.679,5.0,14.7,16.8,9.6,0.2,7.08,120.8,108.5,1.0,0.04,1.0,0.86,0.86,0.82,-0.04,3.21,69.3,1,1,Eastern Kentucky,2024,101
Nathan Cooper,TCU,Sun Belt,SG,6-2,74,210,FR,2021,33,528.3371013627183,40.02553798202411,11.0,1.9,1.8,34.6,0.569,0.358,0.634,0.717,2.1,8.4,14.8,13.5,1.12,0.52,120.4,104.1,3.35,0.88,3.35,0.72,0.72,0.74,0.02,3.2,69.2,1,1,Houston,2021,102
Vince Evans,Oklahoma,Big Ten,PF,6-7,79,198,R-FR,2020,33,373.21958570526044,28.274211038277304,10.1,4.4,0.4,22.6,0.503,0.319,0.114,0.642,8.4,15.8,3.0,14.5,2.77,2.64,103.4,100.9,2.24,0.42,2.24,1.0,1.0,0.71,-0.29,3.19,69.2,1,1,Pittsburgh,2020,103
Zach King,James Madison,MAC,SG,6-4,76,176,JR,2024,29,178.81471034578627,15.415061236705712,7.8,2.3,2.8,21.0,0.615,0.35,0.174,0.766,1.6,11.2,23.0,11.3,1.55,2.03,102.1,99.6,-0.22,-0.02,-0.22,0.76,0.76,0.93,0.17,3.17,69.0,1,1,Purdue,2024,104
Evan Parker,Stanford,CUSA,G,6-2,74,201,JR,2022,33,389.5398495432362,29.510594662366376,4.2,1.8,2.7,14.7,0.532,0.424,0.336,0.659,0.2,9.9,22.7,18.5,1.8,0.92,107.7,101.8,0.11,0.02,0.11,0.74,0.74,0.74,0.0,3.16,69.0,1,1,UCLA,2022,105
Luke Carter,Texas,A-10,SF,6-6,78,198,R-JR,2023,31,99.2,8.0,7.3,3.2,1.6,20.2,0.557,0.287,0.233,0.792,1.7,16.3,13.2,13.6,0.49,1.35,116.0,90.5,0.62,0.03,0.62,0.86,0.86,0.96,0.1,3.15,68.9,1,1,Tulsa,2023,106
Isaiah Robinson,Indiana,SEC,PF,6-10,82,208,FR,2021,34,155.80193850066513,11.456024889754788,3.7,4.1,1.3,18.5,0.448,0.46,0.44,0.576,11.4,11.3,11.0,10.6,2.81,5.31,110.9,97.0,2.45,0.19,2.45,0.96,0.96,0.74,-0.22,3.15,68.9,1,1,Providence,2021,107
Owen Morris,Maryland,MVC,SG,6-3,75,218,R-JR,2020,23,201.38052280083383,21.8891872609602,8.4,2.7,2.1,15.9,0.568,0.363,0.385,0.658,3.1,12.1,17.1,14.5,3.82,0.1,102.5,96.1,2.32,0.23,2.32,0.79,0.79,0.71,-0.08,3.13,68.8,1,1,Florida State,2020,108
Reed Rogers,Providence,MVC,G,6-2,74,179,R-JR,2020,29,92.8,8.0,5.3,2.4,2.6,22.5,0.511,0.376,0.222,0.69,4.5,8.9,21.3,11.9,2.74,0.11,108.8,95.9,0.06,0.0,0.06,0.79,0.79,0.94,0.15,3.11,68.6,1,1,Georgia,2020,109
Jordan Cooper,Iowa,MVC,PG,6-4,76,167,R-FR,2020,27,585.6941333488426,54.23093827304098,4.4,2.7,0.9,15.5,0.545,0.371,0.241,0.718,3.2,12.0,7.6,26.0,3.42,2.03,108.5,105.3,2.21,0.65,2.21,0.79,0.79,0.71,-0.08,3.1,68.6,1,1,Duke,2020,110
Zion King,Tennessee,MVC,PG,6-2,74,192,R-JR,2022,24,392.1899069494498,40.853115307234354,5.8,1.9,1.7,19.8,0.549,0.44,0.447,0.672,2.7,7.7,13.9,27.6,3.8,1.32,116.6,111.1,1.6,0.31,1.6,0.79,0.79,0.77,-0.02,3.09,68.5,1,1,Minnesota,2022,111
Luka Adams,Penn State,AAC,C,6-8,80,179,JR,2020,36,691.5101870150107,48.0215407649313,8.9,2.7,0.5,27.4,0.488,0.267,0.323,0.764,1.6,13.2,4.1,5.8,3.08,9.67,107.7,103.8,1.57,0.54,1.57,0.83,0.83,1.0,0.17,3.08,68.5,1,1,Purdue,2020,112
Jaylen Hernandez,Minnesota,MAC,F,6-8,80,220,R-JR,2020,36,509.40417261903184,35.375289765210546,9.5,4.5,1.2,21.8,0.604,0.317,0.291,0.587,10.8,14.3,10.3,11.2,2.7,1.62,87.5,100.0,1.76,0.45,1.76,0.76,0.76,0.72,-0.04,3.06,68.4,1,1,LSU,2020,113
Malik Garcia,UNLV,CAA,C,7-0,84,198,JR,2023,27,311.5524102715683,28.847445395515585,5.1,4.0,0.4,13.2,0.537,0.383,0.146,0.692,3.9,18.5,3.6,6.1,1.47,3.88,103.9,100.6,1.13,0.18,1.13,0.77,0.77,0.69,-0.08,3.06,68.3,1,1,Northwestern,2023,114
Mike Evans,UCLA,Ivy,F,6-7,79,205,R-FR,2020,26,234.34803562854893,22.53346496428355,10.0,4.4,0.6,23.8,0.582,0.298,0.09,0.763,8.8,15.7,5.2,9.9,1.09,0.65,133.0,88.0,1.43,0.17,1.43,0.71,0.71,0.72,0.01,3.05,68.3,1,1,Butler,2020,115
Paul Wright,Duke,MAAC,PF,6-9,81,227,JR,2023,29,489.7338122760471,42.21843209276268,7.2,5.0,1.3,19.9,0.594,0.315,0.334,0.48,12.5,15.5,11.0,17.8,1.89,3.36,111.4,90.3,4.7,1.15,4.7,0.74,0.74,0.72,-0.02,3.03,68.2,1,1,Alabama,2023,116
Jordan Anderson,Iowa State,Big Ten,C,6-10,82,207,R-FR,2024,19,515.4908345503752,67.82774138820726,8.1,6.1,1.3,22.6,0.578,0.302,0.087,0.62,4.8,29.1,10.9,7.2,1.15,0.3,121.1,98.3,1.46,0.38,1.46,1.0,1.0,0.94,-0.06,3.02,68.1,1,1,Minnesota,2024,117
Trevion Campbell,UNLV,Big 12,C,6-10,82,197,FR,2023,30,464.8234693260821,38.73528911050684,7.0,4.9,0.5,25.0,0.461,0.367,0.206,0.566,8.1,19.0,4.4,10.7,0.79,6.02,110.5,88.2,-0.83,-0.19,-0.83,0.98,0.98,0.93,-0.05,2.99,67.9,1,1,Wichita State,2023,118
Jalen Cooper,Boise State,Big Ten,F,6-6,78,227,JR,2024,35,642.2559174828443,45.87542267734602,8.6,4.6,1.3,28.6,0.533,0.292,0.331,0.739,6.6,18.9,11.0,11.9,2.61,2.37,110.5,80.3,3.46,1.11,3.46,1.0,1.0,0.94,-0.06,2.97,67.8,1,1,Maryland,2024,119
Paul Lopez,George Mason,MAC,SG,6-8,80,198,R-JR,2023,25,554.365789594116,55.436578959411605,6.6,2.2,1.4,13.1,0.473,0.341,0.169,0.658,1.1,11.2,11.5,15.6,0.6,1.63,99.8,96.4,2.22,0.61,2.22,0.76,0.76,0.71,-0.05,2.97,67.8,1,1,UNLV,2023,120
Brandon Brown,Louisville,A-10,PF,6-5,77,216,R-JR,2022,26,83.2,8.0,14.4,5.0,1.2,22.4,0.537,0.368,0.287,0.695,10.9,17.0,9.6,14.8,2.15,5.4,118.4,102.8,2.33,0.1,2.33,0.86,0.86,0.74,-0.12,2.96,67.7,1,1,Georgetown,2022,121
Flynn Rivera,Duquesne,ACC,SG,6-2,74,217,R-JR,2020,33,643.9160899515952,48.781521966029935,5.4,2.3,1.5,29.0,0.589,0.271,0.223,0.773,2.7,10.0,12.3,17.5,0.9,3.46,131.5,87.4,3.4,1.09,3.4,0.94,0.94,0.96,0.02,2.96,67.7,1,1,Connecticut,2020,122
Marcus Wright,Richmond,MAAC,W,6-9,81,196,R-FR,2020,22,315.1023124038553,35.807080954983554,1.9,2.1,2.4,16.3,0.449,0.317,0.405,0.66,5.4,6.3,20.0,8.5,2.51,0.48,112.2,108.4,-0.73,-0.11,-0.73,0.74,0.74,0.74,0.0,2.94,67.7,1,1,UNLV,2020,123
DeShawn Clark,Nebraska,MAAC,SF,6-8,80,214,JR,2024,17,340.4113096350692,50.06048671103959,1.8,1.3,1.0,14.7,0.541,0.328,0.213,0.719,2.8,4.4,8.2,18.5,2.87,2.76,95.1,109.7,2.97,0.51,2.97,0.74,0.74,0.96,0.22,2.92,67.5,1,1,Georgia,2024,124
Brandon Wright,SMU,MVC,F,6-7,79,215,R-SO,2020,36,115.19999999999999,8.0,7.9,7.3,0.3,17.2,0.596,0.357,0.198,0.849,11.8,29.0,2.8,12.7,0.48,0.98,129.9,101.6,2.39,0.14,2.39,0.79,0.79,0.77,-0.02,2.91,67.5,1,1,Gonzaga,2020,125
Elijah Clark,TCU,Big East,SF,6-4,76,205,R-FR,2022,28,319.9122160348524,28.56359071739754,3.2,3.3,2.5,17.9,0.62,0.298,0.516,0.653,3.1,15.5,20.8,12.0,2.17,2.39,106.3,103.9,3.14,0.5,3.14,0.93,0.93,0.98,0.05,2.89,67.4,1,1,Austin Peay,2022,126
Xavier Adams,Fordham,SEC,F,6-5,77,206,R-FR,2023,32,203.72299175699504,15.915858731015238,7.8,4.0,1.1,19.4,0.696,0.388,0.324,0.693,10.4,11.7,9.6,10.9,3.56,0.87,105.5,92.1,2.7,0.28,2.7,0.96,0.96,0.77,-0.19,2.89,67.3,1,1,Hofstra,2023,127
Cole Collins,DePaul,SEC,F,6-6,78,155,R-FR,2022,35,640.3047878592218,45.736056275658704,11.1,4.8,0.2,15.6,0.472,0.325,0.093,0.676,11.6,15.3,1.1,7.4,2.21,0.1,107.1,89.8,1.26,0.4,1.26,0.96,0.96,0.83,-0.13,2.89,67.4,1,1,Louisville,2022,128
Ivan Wilson,Baylor,CAA,F,6-7,79,217,R-SO,2024,33,323.789726908431,24.529524765790228,9.8,5.9,1.2,17.5,0.572,0.265,0.239,0.919,7.7,24.9,10.0,15.0,3.21,1.68,111.2,97.7,0.72,0.12,0.72,0.77,0.77,1.0,0.23,2.87,67.2,1,1,Oregon,2024,129
Kyle Gonzalez,Houston,Big East,W,6-7,79,196,JR,2021,21,67.2,8.0,7.2,2.8,2.5,24.3,0.493,0.326,0.351,0.704,0.5,15.3,20.7,17.2,1.78,0.61,101.2,91.5,3.77,0.13,3.77,0.93,0.93,0.94,0.01,2.87,67.2,1,1,BYU,2021,130
Luke Thomas,Saint Louis,Big East,C,6-11,83,211,R-JR,2022,22,259.4253417910705,29.48015247625801,4.1,4.5,0.8,21.7,0.562,0.276,0.007,0.686,9.7,15.3,7.0,12.0,2.87,5.56,120.6,97.7,1.94,0.25,1.94,0.93,0.93,0.72,-0.21,2.86,67.1,1,1,Florida,2022,131
Cade Mitchell,Ohio State,Big Ten,W,6-5,77,184,R-FR,2022,33,483.76559278157595,36.648908544058784,1.0,1.8,0.8,12.5,0.576,0.299,0.394,0.841,0.5,9.6,6.4,8.5,3.19,0.97,92.8,97.0,2.5,0.6,2.5,1.0,1.0,0.76,-0.24,2.85,67.1,1,1,Connecticut,2022,132
Tyrese Scott,Villanova,MAC,F,6-8,80,195,JR,2020,26,264.0256687041455,25.387083529244766,6.4,6.8,1.2,15.8,0.541,0.367,0.231,0.723,10.9,26.6,9.7,11.6,3.71,2.47,108.2,99.0,0.25,0.03,0.25,0.76,0.76,0.69,-0.07,2.85,67.1,1,1,Providence,2020,133
Will Murphy,Eastern Kentucky,Horizon,PF,6-8,80,185,JR,2023,36,630.7501131975234,43.802091194272464,9.4,5.1,1.0,21.2,0.557,0.415,0.244,0.772,9.0,19.5,8.5,14.9,1.11,5.55,104.3,102.2,4.64,1.46,4.64,0.71,0.71,0.94,0.23,2.83,67.0,1,1,Penn State,2023,134
Tanner Lopez,Auburn,ACC,PF,6-7,79,201,R-JR,2021,29,177.59765245381158,15.310142452914791,6.6,3.6,0.5,11.4,0.539,0.366,0.014,0.735,4.4,15.7,3.9,10.1,2.0,1.63,113.3,100.9,4.06,0.36,4.06,0.94,0.94,0.7,-0.24,2.82,66.9,1,1,DePaul,2021,135
Tyler Baker,Georgia,Big Ten,PG,6-2,74,202,R-FR,2024,23,438.8119790718408,47.69695424693922,10.1,1.9,3.1,19.4,0.565,0.296,0.597,0.657,2.5,7.8,25.6,24.6,3.81,2.4,97.8,106.7,0.69,0.15,0.69,1.0,1.0,0.98,-0.02,2.8,66.8,1,1,Connecticut,2024,136
Ryan Morris,Saint Louis,A-10,C,6-7,79,245,R-JR,2020,25,136.02766566946175,13.602766566946174,3.0,4.6,1.1,17.5,0.531,0.234,0.313,0.67,5.7,20.0,9.2,12.1,2.64,4.16,117.4,90.0,1.85,0.13,1.85,0.86,0.86,0.96,0.1,2.79,66.8,1,1,Northwestern,2020,137
Blake Taylor,Maryland,Big East,SF,6-5,77,217,R-FR,2023,21,265.18882810193816,31.570098583564064,10.8,2.1,1.1,29.5,0.586,0.298,0.14,0.656,1.3,10.5,9.4,18.4,0.2,0.16,118.5,94.5,2.73,0.36,2.73,0.93,0.93,0.96,0.03,2.78,66.7,1,1,Wichita State,2023,138
DeShawn Morgan,USC,CUSA,PF,6-8,80,206,R-JR,2024,31,447.8284052155456,36.11519396899561,4.4,5.2,1.1,14.4,0.566,0.341,0.206,0.683,9.5,19.2,9.4,5.8,2.34,4.01,114.1,98.7,3.96,0.89,3.96,0.74,0.74,0.72,-0.02,2.77,66.6,1,1,Arizona,2024,139
Reed Turner,Richmond,MVC,SF,6-6,78,188,SR,2023,26,160.7470091083923,15.45644318349926,8.2,2.9,1.1,20.7,0.498,0.324,0.245,0.809,6.5,9.8,9.6,8.1,0.66,2.55,117.5,95.3,1.5,0.12,1.5,0.79,0.79,1.0,0.21,2.76,66.5,1,1,Purdue,2023,140
Ryan Nelson,Notre Dame,Big Ten,SF,6-5,77,196,JR,2021,29,369.7723982801119,31.876930886216538,1.6,3.0,3.1,11.1,0.546,0.256,0.413,0.614,4.8,11.9,26.1,13.3,0.2,1.7,119.1,101.2,0.31,0.06,0.31,1.0,1.0,0.94,-0.06,2.76,66.6,1,1,Eastern Kentucky,2021,141
Kofi Hill,Boise State,A-10,C,6-10,82,206,JR,2020,31,151.38235299843657,12.208254274067466,8.8,3.8,1.3,27.3,0.672,0.294,0.3,0.577,3.0,18.1,10.6,15.8,1.63,4.98,114.7,97.8,1.24,0.09,1.24,0.86,0.86,0.74,-0.12,2.76,66.6,1,1,Duquesne,2020,142
Jake Clark,Hofstra,OVC,G,6-3,75,185,R-JR,2022,29,670.8739522032467,57.83396139683162,2.1,2.1,2.8,21.5,0.528,0.334,0.573,0.77,0.5,10.9,23.6,20.3,0.2,1.5,109.5,95.1,1.51,0.51,1.51,0.69,0.69,0.86,0.17,2.76,66.5,1,1,Villanova,2022,143
Isaiah Williams,Iowa,MVC,PF,7-0,84,256,R-JR,2021,30,198.32589755366234,16.527158129471864,10.2,4.9,1.0,21.9,0.599,0.242,0.103,0.574,8.8,18.7,8.0,17.0,2.16,0.62,124.1,91.9,1.56,0.15,1.56,0.79,0.79,0.72,-0.07,2.75,66.5,1,1,Stanford,2021,144
Todd Jackson,Duquesne,AAC,PF,6-7,79,239,R-FR,2024,29,325.67901236341044,28.07577692788021,6.9,5.7,1.2,17.5,0.534,0.241,0.172,0.683,15.7,16.1,10.2,13.6,3.6,2.47,121.4,97.8,4.38,0.71,4.38,0.83,0.83,1.0,0.17,2.75,66.5,1,1,Minnesota,2024,145
Isaiah Carter,Belmont,AAC,PF,6-7,79,192,SR,2022,31,351.0811116285495,28.312992873270122,3.8,3.3,1.5,21.0,0.529,0.252,0.204,0.746,6.2,12.3,12.2,18.5,3.69,0.3,120.6,94.9,3.0,0.53,3.0,0.83,0.83,0.96,0.13,2.75,66.5,1,1,Clemson,2022,146
Paul Turner,Villanova,Big 12,C,6-8,80,195,R-JR,2020,27,345.76932081068713,32.0156778528414,3.9,4.9,0.3,22.5,0.558,0.328,0.0,0.644,11.8,15.3,2.5,14.8,1.62,7.16,111.0,96.4,2.59,0.45,2.59,0.98,0.98,0.71,-0.27,2.75,66.5,1,1,Florida State,2020,147
Darius Parker,Wake Forest,CAA,W,6-4,76,188,SO,2022,26,308.1442926009652,29.62925890393896,3.1,2.6,1.0,16.4,0.559,0.322,0.418,0.73,4.7,10.0,8.4,10.9,4.02,1.23,112.7,90.0,3.87,0.6,3.87,0.77,0.77,0.96,0.19,2.72,66.3,1,1,Florida,2022,148
Elijah Bailey,Minnesota,Big Ten,PG,6-0,72,204,SR,2024,24,313.9057337841654,32.69851393585056,9.9,3.1,2.5,31.2,0.646,0.43,0.695,0.621,0.6,16.5,20.9,13.9,2.66,0.38,115.0,93.0,3.58,0.56,3.58,1.0,1.0,0.71,-0.29,2.72,66.3,1,1,Saint Louis,2024,149
Omar Sanchez,Illinois,CAA,C,6-8,80,185,FR,2020,37,321.3908210941475,21.715596019874834,13.3,5.5,0.9,25.3,0.503,0.319,0.122,0.677,12.6,18.2,7.2,9.2,2.52,3.21,114.8,114.2,0.22,0.04,0.22,0.77,0.77,0.93,0.16,2.71,66.3,1,1,George Mason,2020,150
Kyle Hernandez,Murray State,SEC,C,6-7,79,180,SO,2022,22,171.05017609072618,19.437520010309793,7.5,5.9,1.3,24.8,0.482,0.311,0.299,0.629,13.3,19.7,10.6,11.8,0.2,7.94,112.1,92.0,3.56,0.3,3.56,0.96,0.96,0.7,-0.26,2.71,66.3,1,1,Davidson,2022,151
Zion Young,Baylor,Big 12,PG,6-1,73,221,R-FR,2022,31,609.0929630242742,49.12040024389308,8.8,1.9,2.9,22.2,0.566,0.39,0.446,0.677,2.7,7.7,24.4,18.4,1.89,1.32,111.3,87.4,1.67,0.51,1.67,0.98,0.98,0.76,-0.22,2.71,66.2,1,1,Tulsa,2022,152
Derek Moore,Saint Louis,MAC,PG,6-0,72,164,R-JR,2023,23,173.8762373138837,18.899591012378664,3.2,2.9,3.3,11.5,0.479,0.319,0.371,0.74,2.8,13.4,27.7,21.7,2.56,2.04,107.8,99.6,2.44,0.21,2.44,0.76,0.76,0.77,0.01,2.7,66.2,1,1,USC,2023,153
Tyrese Lewis,Virginia Tech,Ivy,F,6-7,79,209,R-SO,2022,26,365.9037134993363,35.183049374936175,6.6,5.2,1.6,27.7,0.498,0.306,0.0,0.918,9.1,19.7,13.3,13.6,2.95,1.08,100.1,100.8,2.52,0.46,2.52,0.71,0.71,0.98,0.27,2.67,66.0,1,1,Kansas,2022,154
Brandon Perez,Gonzaga,Big 12,SG,6-7,79,209,FR,2020,22,229.19321683549384,26.044683731306115,11.5,1.2,1.1,20.8,0.466,0.335,0.497,0.681,3.4,3.4,9.3,15.1,2.22,2.24,118.7,105.4,0.62,0.07,0.62,0.98,0.98,0.98,0.0,2.67,66.0,1,1,Illinois,2020,155
Kyle Thompson,Air Force,Big 12,W,6-5,77,174,R-FR,2022,26,96.93219195266698,9.320403072371825,9.5,4.0,2.8,27.3,0.432,0.431,0.309,0.599,7.6,14.4,23.4,22.6,0.2,2.66,106.9,101.4,0.42,0.02,0.42,0.98,0.98,0.76,-0.22,2.66,66.0,1,1,Virginia,2022,156
Tyler Carter,Providence,Big 12,G,6-2,74,207,JR,2020,28,369.9266910552023,33.02916884421449,3.9,3.0,4.0,14.3,0.61,0.327,0.067,0.649,4.1,12.5,33.2,16.1,1.89,0.53,110.7,105.2,2.28,0.42,2.28,0.98,0.98,0.74,-0.24,2.66,66.0,1,1,Ohio State,2020,157
Damian Hall,UCLA,SEC,SF,6-7,79,193,JR,2020,35,420.42968752315505,30.030691965939642,2.6,2.8,1.9,20.6,0.62,0.32,0.29,0.7,4.1,11.6,16.1,12.4,2.01,1.31,109.9,95.5,1.89,0.4,1.89,0.96,0.96,0.96,0.0,2.65,65.9,1,1,Tulsa,2020,158
Nathan Jackson,Michigan State,ACC,SG,6-4,76,203,SR,2024,31,378.3986447076452,30.516019734487514,3.3,2.5,0.7,15.1,0.53,0.338,0.427,0.618,4.0,9.7,5.8,14.1,1.16,0.1,106.0,95.9,2.85,0.54,2.85,0.94,0.94,0.93,-0.01,2.65,65.9,1,1,Rutgers,2024,159
Nathan Martinez,Pittsburgh,Big Ten,C,6-10,82,203,R-FR,2020,32,256.4883756453188,20.03815434729053,6.2,5.0,1.5,20.2,0.547,0.248,0.153,0.734,7.2,20.5,12.8,10.8,2.76,3.19,108.1,101.5,3.56,0.46,3.56,1.0,1.0,0.79,-0.21,2.65,65.9,1,1,Maryland,2020,160
Cole Thompson,Nebraska,Big 12,SG,6-1,73,197,R-JR,2020,22,70.4,8.0,2.5,1.8,1.9,26.7,0.518,0.378,0.258,0.665,3.6,6.2,15.4,11.3,2.69,2.14,88.8,108.9,3.11,0.11,3.11,0.98,0.98,0.71,-0.27,2.65,65.9,1,1,James Madison,2020,161
